широта;долгота;скорость;ускорение по Z;ускорение по X;ускорение по Y;Угол наклона
43.320781;132.081113;97.1;0.01;-0.8;-0.16;-1.4
43.320938;132.081366;97.9;-0.01;0.23;-0.15;0.7
43.321098;132.081621;98.2;-0.03;0.09;-0.06;-0.8
43.321259;132.081875;98.7;0.07;0.12;-0.01;-1.4
43.321421;132.082131;99.3;0.01;0.18;-0.0;0.2
43.321584;132.082389;96.7;0.02;-0.74;-0.0;-0.0
43.321742;132.082639;97.9;-0.0;0.35;0.0;1.2
43.321902;132.082893;99.0;0.06;0.3;0.0;2.4
43.322064;132.08315;99.8;0.08;0.21;-0.0;1.2
43.322228;132.083409;98.2;0.02;-0.44;-0.0;-1.0
43.322389;132.083663;98.7;0.02;0.14;0.0;0.4
43.32255;132.083919;98.3;0.03;-0.11;0.0;-1.1
43.322711;132.084174;98.2;0.06;-0.02;-0.0;0.2
43.322872;132.084429;99.1;0.04;0.23;0.0;-0.2
43.323034;132.084686;99.4;0.04;0.09;0.0;-0.1
43.323197;132.084944;99.4;0.04;-0.01;-0.0;1.2
43.32336;132.085201;99.0;0.05;-0.11;0.0;-0.8
43.323522;132.085458;97.9;0.07;-0.29;-0.02;0.8
43.323682;132.085712;97.3;-0.02;-0.17;-0.08;-0.4
43.323842;132.085964;98.3;0.03;0.27;-0.15;-1.3
43.324005;132.086217;98.8;0.04;0.14;-0.11;-0.8
43.324169;132.08647;97.0;0.01;-0.52;-0.03;0.2
43.324331;132.086718;95.2;0.05;-0.48;-0.0;0.3
43.324489;132.086962;96.1;0.05;0.23;-0.0;-0.4
43.324649;132.087208;96.3;0.08;0.06;0.0;1.1
43.32481;132.087454;96.4;0.05;0.04;-0.0;1.2
43.32497;132.087701;94.9;-0.01;-0.43;-0.0;0.1
43.325128;132.087944;96.0;0.01;0.31;0.0;-1.3
43.325288;132.08819;95.9;0.02;-0.04;0.0;-0.6
43.325447;132.088436;96.6;0.03;0.2;0.0;0.6
43.325608;132.088683;97.9;0.02;0.36;-0.0;0.8
43.325771;132.088934;95.4;0.05;-0.69;-0.0;-1.0
43.32593;132.089178;94.7;-0.0;-0.19;-0.0;-0.8
43.326088;132.089421;96.0;0.06;0.35;0.0;0.7
43.326247;132.089667;97.5;0.0;0.41;-0.0;0.2
43.32641;132.089916;97.3;0.01;-0.06;-0.0;0.1
43.326572;132.090165;95.8;0.05;-0.4;0.0;0.2
43.326731;132.090411;96.8;0.05;0.27;-0.0;-0.7
43.326892;132.090658;95.4;0.09;-0.38;-0.05;0.2
43.327051;132.090903;94.1;0.03;-0.37;-0.13;-0.5
43.327209;132.091142;93.8;0.03;-0.07;-0.12;-0.6
43.327367;132.09138;94.8;0.03;0.27;-0.04;-0.0
43.327527;132.09162;95.2;0.06;0.13;-0.0;-0.5
43.327688;132.091861;95.3;-0.01;0.02;0.0;-0.0
43.327849;132.092102;96.3;-0.02;0.27;0.0;-0.4
43.328011;132.092346;97.1;-0.01;0.24;-0.0;0.5
43.328175;132.092592;95.6;0.02;-0.42;-0.0;-0.2
43.328337;132.092834;94.9;0.07;-0.2;-0.0;0.2
43.328497;132.093074;94.2;0.01;-0.2;0.0;0.5
43.328656;132.093312;94.6;0.02;0.12;0.0;-1.4
43.328815;132.093552;92.7;0.01;-0.54;-0.0;-0.3
43.328972;132.093787;93.4;0.03;0.2;-0.0;-0.7
43.329129;132.094023;94.1;-0.02;0.19;0.0;-0.5
43.329288;132.094261;94.0;-0.01;-0.04;0.0;1.2
43.329447;132.094499;95.5;0.0;0.42;-0.0;0.7
43.329608;132.094741;95.3;-0.02;-0.04;-0.0;0.3
43.329769;132.094982;94.9;-0.05;-0.12;-0.0;-0.2
43.329929;132.095223;93.0;0.01;-0.53;0.0;-0.6
43.330086;132.095458;93.2;0.01;0.06;0.0;-0.0
43.330243;132.095694;92.3;-0.01;-0.24;0.0;0.8
43.330399;132.095928;91.2;0.01;-0.32;-0.04;-0.5
43.330553;132.096159;91.0;-0.02;-0.04;-0.11;-2.7
43.330708;132.096388;91.5;0.02;0.14;-0.1;-0.6
43.330864;132.096617;90.2;-0.02;-0.37;-0.03;-1.6
43.331018;132.096843;91.5;0.0;0.36;0.0;1.5
43.331175;132.097072;92.1;0.05;0.16;0.0;-0.3
43.331332;132.097303;91.4;-0.02;-0.18;-0.0;0.1
43.331488;132.097532;90.3;0.03;-0.31;-0.0;0.8
43.331642;132.097758;91.4;0.0;0.32;-0.0;0.4
43.331799;132.097987;90.5;-0.0;-0.25;-0.0;-0.4
43.331953;132.098214;91.6;0.05;0.29;0.0;0.5
43.33211;132.098444;91.6;0.06;-0.0;-0.0;0.3
43.332266;132.098673;92.9;0.04;0.35;-0.0;-0.1
43.332425;132.098906;93.5;0.06;0.17;0.0;1.3
43.332585;132.09914;91.5;0.02;-0.55;-0.0;0.9
43.332741;132.09937;91.3;0.04;-0.05;-0.0;-0.5
43.332897;132.099598;90.1;0.06;-0.34;0.0;0.5
43.333051;132.099824;90.3;0.07;0.07;0.0;1.2
43.333205;132.10005;91.1;0.02;0.21;0.0;-0.5
43.333361;132.100279;88.3;0.02;-0.78;-0.0;-1.0
43.333512;132.1005;92.9;0.02;1.27;-0.0;-0.6
43.33367;132.100733;80.3;0.03;-3.49;-0.0;-1.7
43.333808;132.100934;64.4;0.03;-4.4;-0.0;-1.4
43.333918;132.101095;52.8;0.03;-3.24;0.0;-1.1
43.334008;132.101228;47.3;0.02;-1.53;-0.0;-0.1
43.334089;132.101346;44.9;-0.0;-0.65;0.0;-1.2
43.334165;132.101459;43.9;-0.01;-0.29;-0.02;0.6
43.33424;132.101569;43.5;0.01;-0.11;-0.09;0.2
43.334315;132.101677;43.4;0.01;-0.03;0.43;2.4
43.334391;132.101783;42.9;0.01;-0.13;0.89;5.2
43.334451;132.101905;40.3;0.0;-0.72;0.2;0.5
43.334512;132.102015;48.6;0.02;2.32;-0.2;-0.5
43.334585;132.102148;56.5;-0.0;2.19;-0.0;0.6
43.33467;132.102303;61.5;-0.08;1.4;-0.0;1.3
43.334763;132.102471;66.5;0.02;1.39;-0.0;0.3
43.334864;132.102653;70.7;0.02;1.17;0.0;0.3
43.334971;132.102846;74.6;0.04;1.07;0.0;-0.1
43.335083;132.103051;76.9;0.01;0.63;-0.0;-1.5
43.3352;132.103261;79.0;0.01;0.59;-0.0;0.6
43.335319;132.103477;80.7;-0.01;0.48;-0.01;-0.5
43.335441;132.103698;81.8;-0.01;0.31;0.0;-1.3
43.335565;132.103921;83.2;0.02;0.38;0.01;0.6
43.33569;132.104149;84.3;0.03;0.31;-0.0;-0.6
43.335818;132.10438;84.5;-0.02;0.06;-0.0;0.6
43.335945;132.104611;84.7;-0.01;0.04;-0.0;-1.2
43.336073;132.104842;86.3;-0.02;0.46;0.0;1.1
43.336204;132.105078;85.3;-0.01;-0.27;0.01;0.8
43.336332;132.105312;83.2;-0.0;-0.59;0.0;-0.1
43.336458;132.10554;84.2;0.01;0.27;-0.0;0.3
43.336585;132.10577;85.2;-0.03;0.28;-0.01;-0.6
43.336714;132.106003;84.4;0.03;-0.21;0.0;0.3
43.336841;132.106234;85.8;0.0;0.39;0.01;0.1
43.336971;132.106469;85.4;0.0;-0.13;0.01;0.8
43.3371;132.106702;65.7;0.02;-5.46;-0.0;0.3
43.337199;132.106882;54.0;-0.03;-3.26;-0.01;-1.2
43.337281;132.10703;48.9;0.03;-1.41;-0.01;-1.3
43.337354;132.107163;46.1;0.03;-0.79;0.0;-1.5
43.337424;132.107289;45.5;-0.08;-0.16;0.01;-1.1
43.337493;132.107414;45.3;-0.06;-0.04;0.0;-0.7
43.337561;132.107538;44.7;-0.01;-0.18;-0.09;0.3
43.337629;132.10766;44.6;-0.08;-0.01;0.38;0.7
43.337698;132.107779;44.3;-0.04;-0.1;0.88;4.7
43.337751;132.107913;41.9;-0.01;-0.65;0.25;0.1
43.337806;132.108036;49.6;0.02;2.13;-0.17;0.5
43.33787;132.108181;55.3;-0.01;1.59;-0.01;0.0
43.337942;132.108344;59.4;0.09;1.13;-0.0;0.1
43.338019;132.108518;63.7;0.04;1.2;-0.01;0.7
43.338102;132.108705;68.4;0.02;1.29;-0.0;0.4
43.33819;132.108906;71.0;-0.03;0.72;0.01;1.6
43.338282;132.109114;73.7;0.05;0.75;-0.0;-0.6
43.338378;132.109331;75.7;0.06;0.57;0.0;-1.9
43.338476;132.109553;77.2;0.04;0.4;0.01;-1.1
43.338576;132.10978;78.5;0.02;0.36;0.0;-0.7
43.338678;132.11001;79.2;0.02;0.2;0.01;-0.5
43.338781;132.110243;80.4;0.04;0.32;0.0;1.0
43.338885;132.110479;79.1;0.02;-0.35;-0.02;1.2
43.338988;132.110711;79.9;0.04;0.22;-0.01;2.1
43.339092;132.110945;80.9;0.05;0.26;0.0;-0.1
43.339197;132.111183;81.1;0.07;0.06;0.01;0.3
43.339302;132.11142;79.7;0.01;-0.37;0.01;-0.3
43.339405;132.111654;78.3;0.03;-0.4;-0.01;1.0
43.339507;132.111884;79.3;0.04;0.28;-0.01;0.5
43.33961;132.112117;79.8;0.06;0.13;0.01;1.1
43.339714;132.112351;81.1;0.04;0.36;0.01;0.4
43.339819;132.112589;79.6;0.01;-0.41;0.01;-0.1
43.339922;132.112822;77.5;0.04;-0.58;0.0;-1.3
43.340023;132.11305;60.0;-0.03;-4.87;0.0;-0.9
43.3401;132.113226;50.9;-0.01;-2.51;-0.01;-0.3
43.340166;132.113375;46.9;0.0;-1.12;-0.01;-1.4
43.340227;132.113513;45.6;-0.02;-0.37;-0.0;-1.2
43.340287;132.113647;45.1;0.03;-0.14;0.0;-0.6
43.340345;132.113779;44.1;-0.02;-0.27;0.0;-0.7
43.340402;132.113908;43.8;0.01;-0.08;-0.04;-1.6
43.340459;132.114037;43.8;0.02;-0.0;-0.08;-0.8
43.340517;132.114165;43.9;-0.0;0.03;0.46;3.3
43.340575;132.114292;43.4;0.02;-0.15;0.85;4.8
43.340617;132.11443;38.5;-0.08;-1.35;0.16;-0.3
43.340658;132.114549;45.2;-0.02;1.86;-0.18;-1.2
43.340707;132.114689;51.2;-0.0;1.66;0.01;1.0
43.340762;132.114847;56.2;0.03;1.41;0.0;1.3
43.340823;132.115022;60.3;-0.04;1.12;-0.01;1.9
43.340888;132.115208;64.2;-0.0;1.08;-0.0;0.7
43.340957;132.115407;67.0;0.01;0.79;0.0;1.0
43.341029;132.115615;69.8;-0.05;0.79;-0.0;0.6
43.341105;132.115831;72.1;-0.0;0.64;0.01;0.2
43.341182;132.116055;74.2;0.02;0.56;0.01;-0.1
43.341262;132.116284;74.7;0.0;0.14;-0.0;-0.9
43.341343;132.116516;75.3;0.0;0.17;-0.01;1.3
43.341424;132.116749;76.5;0.01;0.34;-0.0;0.2
43.341507;132.116986;76.1;0.02;-0.11;0.0;-0.0
43.341589;132.117222;77.0;0.02;0.25;-0.0;0.0
43.341672;132.11746;76.2;0.01;-0.23;-0.01;0.1
43.341754;132.117696;76.6;0.03;0.12;-0.0;-0.7
43.341837;132.117934;77.5;0.05;0.23;0.01;-0.1
43.34192;132.118174;79.0;-0.0;0.44;0.01;0.8
43.342006;132.118419;77.5;-0.04;-0.44;-0.0;-0.7
43.342089;132.118659;75.8;0.03;-0.47;-0.02;0.5
43.342171;132.118893;76.9;-0.0;0.31;-0.01;-2.1
43.342254;132.119131;78.4;0.01;0.42;0.01;-1.4
43.342339;132.119374;79.3;0.06;0.26;0.0;0.0
43.342424;132.11962;78.1;0.04;-0.33;-0.0;0.0
43.342509;132.119862;61.2;-0.0;-4.71;0.0;-1.3
43.342575;132.120052;53.8;0.05;-2.04;-0.0;0.5
43.342633;132.120219;49.9;0.02;-1.1;-0.01;0.1
43.342687;132.120373;48.1;0.01;-0.49;-0.01;-0.6
43.342739;132.120522;47.6;0.06;-0.14;0.01;-0.6
43.34279;132.12067;47.0;-0.03;-0.18;0.01;-0.3
43.342841;132.120815;47.3;-0.02;0.07;0.02;0.4
43.342892;132.120962;46.8;0.02;-0.13;-0.13;-1.7
43.342942;132.121107;46.8;-0.01;0.02;0.26;1.9
43.342997;132.121249;46.8;0.03;-0.01;0.87;5.3
43.343034;132.121401;43.0;0.01;-1.06;0.36;1.2
43.34307;132.12154;49.2;0.04;1.71;-0.13;0.5
43.343112;132.121699;54.8;0.06;1.55;-0.04;0.6
43.343159;132.121876;59.5;0.01;1.31;-0.01;-0.1
43.34321;132.122068;62.8;0.03;0.91;-0.01;1.0
43.343264;132.12227;66.8;0.03;1.11;-0.01;-0.7
43.343322;132.122485;69.6;0.05;0.79;0.0;-0.5
43.343382;132.12271;71.6;-0.02;0.56;0.01;-1.7
43.343444;132.122941;73.3;0.04;0.45;0.01;0.6
43.343507;132.123177;74.8;0.04;0.42;0.01;1.2
43.343571;132.123418;75.3;0.02;0.15;-0.0;-1.0
43.343635;132.123661;77.1;0.02;0.52;-0.0;-0.5
43.343702;132.12391;77.8;-0.02;0.19;-0.01;1.1
43.343769;132.124161;79.0;-0.01;0.31;-0.0;-0.2
43.343837;132.124415;80.0;-0.03;0.28;0.01;0.6
43.343905;132.124673;79.7;-0.02;-0.06;0.0;1.4
43.343974;132.12493;78.8;-0.02;-0.25;-0.0;-0.6
43.344041;132.125185;79.7;0.06;0.23;0.01;-0.2
43.34411;132.125442;80.3;0.0;0.17;0.0;0.9
43.344179;132.125701;79.2;0.02;-0.31;-0.01;1.4
43.344247;132.125956;80.5;0.05;0.37;-0.01;1.3
43.344316;132.126216;79.6;0.03;-0.25;0.01;-0.1
43.344384;132.126473;78.2;-0.03;-0.38;0.0;-0.5
43.344452;132.126725;79.6;0.02;0.37;-0.01;-0.3
43.34452;132.126982;79.1;0.08;-0.13;-0.0;-0.6
43.344588;132.127237;79.4;-0.0;0.09;0.01;-0.7
43.344656;132.127493;80.0;-0.03;0.17;0.0;0.3
43.344725;132.127751;78.8;-0.01;-0.35;-0.01;-0.1
43.344793;132.128005;77.8;-0.04;-0.28;-0.0;-1.3
43.34486;132.128256;78.8;-0.01;0.29;-0.08;-0.2
43.344927;132.12851;79.8;0.0;0.27;0.25;1.8
43.344999;132.128766;81.0;0.01;0.35;0.65;5.2
43.345057;132.129032;77.4;0.0;-1.02;0.22;0.9
43.345116;132.129285;78.2;-0.03;0.24;-0.09;-1.3
43.345175;132.129541;78.7;0.02;0.14;0.0;-0.7
43.345235;132.129799;79.5;-0.02;0.21;-0.0;1.0
43.345295;132.130059;79.6;0.0;0.04;-0.0;1.7
43.345355;132.13032;79.8;-0.04;0.04;0.0;-0.3
43.345416;132.130581;81.4;0.01;0.45;0.0;-0.0
43.345478;132.130847;81.6;-0.02;0.06;-0.0;0.1
43.34554;132.131114;82.3;-0.02;0.17;-0.0;-0.5
43.345602;132.131383;82.5;0.04;0.07;0.0;-2.0
43.345665;132.131653;80.3;-0.01;-0.62;0.0;-0.5
43.345726;132.131916;80.4;0.01;0.04;-0.0;0.9
43.345787;132.132179;81.6;0.05;0.33;0.0;-0.5
43.345849;132.132447;82.8;0.02;0.31;0.0;1.3
43.345912;132.132718;82.9;0.05;0.04;-0.0;-0.4
43.345974;132.132989;82.3;0.01;-0.17;-0.0;-0.8
43.346037;132.133258;83.2;0.02;0.24;0.0;1.1
43.3461;132.133531;84.7;0.06;0.41;0.0;0.2
43.346164;132.133808;85.0;-0.02;0.09;-0.0;0.9
43.346229;132.134086;84.2;0.04;-0.21;-0.0;-1.0
43.346293;132.134361;82.6;0.0;-0.45;0.0;-0.8
43.346355;132.134631;83.2;0.04;0.18;-0.0;0.3
43.346419;132.134904;84.0;0.07;0.23;-0.0;-0.6
43.346482;132.135179;82.8;-0.04;-0.34;0.0;-0.4
43.346545;132.13545;83.5;0.03;0.2;-0.0;1.2
43.346609;132.135723;84.2;0.04;0.19;-0.0;-0.4
43.346672;132.135999;84.8;0.02;0.15;-0.0;2.1
43.346737;132.136276;83.4;0.02;-0.39;0.0;0.1
43.3468;132.136549;84.2;0.03;0.22;0.0;1.0
43.346864;132.136825;84.3;0.01;0.04;-0.02;0.1
43.346928;132.137101;85.2;-0.01;0.23;0.26;0.4
43.346993;132.137379;84.0;0.04;-0.31;0.5;2.3
43.347047;132.137658;84.2;0.06;0.06;0.14;1.4
43.347104;132.137936;85.6;0.04;0.37;-0.08;0.2
43.347162;132.138219;85.0;0.02;-0.16;-0.0;-0.8
43.34722;132.1385;83.6;0.02;-0.4;-0.0;0.3
43.347276;132.138777;84.6;0.03;0.28;-0.0;0.0
43.347334;132.139056;85.3;0.07;0.19;-0.0;0.9
43.347391;132.139338;85.8;0.07;0.15;0.0;-0.6
43.347449;132.139622;87.2;0.05;0.39;0.0;-0.6
43.347508;132.13991;85.8;-0.02;-0.39;-0.0;0.7
43.347567;132.140194;85.7;0.01;-0.01;-0.0;0.5
43.347625;132.140478;86.7;-0.02;0.28;0.0;-0.1
43.347683;132.140764;88.5;0.0;0.5;0.0;0.5
43.347743;132.141057;86.1;-0.0;-0.67;-0.0;-0.5
43.347801;132.141342;87.0;-0.03;0.23;0.0;0.0
43.34786;132.14163;87.7;0.03;0.21;-0.0;0.0
43.34792;132.14192;86.8;0.0;-0.24;-0.0;0.4
43.347979;132.142207;84.5;0.02;-0.65;0.0;-0.4
43.348036;132.142486;85.1;0.01;0.16;0.0;0.0
43.348093;132.142767;85.9;0.02;0.23;-0.0;0.2
43.348151;132.143052;86.3;0.02;0.11;-0.0;-0.1
43.34821;132.143337;86.5;0.0;0.05;0.0;1.4
43.348268;132.143623;87.2;-0.05;0.21;-0.0;-0.4
43.348327;132.143912;87.6;-0.03;0.09;-0.0;-0.3
43.348387;132.144201;88.3;0.02;0.19;0.0;0.7
43.348446;132.144493;88.3;-0.02;0.03;0.0;0.7
43.348506;132.144785;89.9;0.01;0.42;-0.0;-1.0
43.348567;132.145082;88.9;-0.02;-0.27;0.0;-0.5
43.348627;132.145376;89.9;0.04;0.28;-0.0;-0.5
43.348688;132.145673;88.5;-0.02;-0.38;0.0;0.8
43.348748;132.145966;90.4;0.01;0.51;0.01;-0.1
43.348809;132.146265;89.0;0.06;-0.37;-0.05;-1.1
43.348869;132.146559;90.5;0.04;0.41;0.16;0.4
43.348933;132.146858;88.8;0.06;-0.48;0.44;1.3
43.348985;132.147154;89.0;-0.01;0.08;0.19;0.1
43.34904;132.147451;90.2;0.03;0.33;-0.03;-0.3
43.349094;132.147751;90.9;0.06;0.19;0.0;-0.4
43.34915;132.148054;92.2;0.01;0.37;-0.0;2.0
43.349206;132.148362;91.0;0.05;-0.34;-0.0;-0.8
43.349262;132.148665;90.1;0.02;-0.24;-0.01;0.0
43.349317;132.148965;90.6;0.04;0.12;0.0;-0.3
43.349372;132.149267;89.7;0.01;-0.23;0.01;0.4
43.349426;132.149566;90.2;0.03;0.12;0.0;-0.9
43.349481;132.149866;91.2;0.04;0.29;0.0;0.3
43.349537;132.15017;91.4;0.06;0.06;-0.0;-1.1
43.349592;132.150475;91.6;0.02;0.04;-0.0;1.1
43.349648;132.15078;89.8;0.07;-0.49;-0.0;0.9
43.349703;132.151079;87.9;0.06;-0.52;0.0;-0.8
43.349756;132.151372;89.2;0.07;0.36;-0.0;0.4
43.349811;132.151669;89.2;-0.01;-0.0;-0.0;-0.8
43.349865;132.151966;90.6;0.04;0.4;-0.0;0.1
43.34992;132.152268;91.1;0.06;0.12;-0.0;0.5
43.349976;132.152572;92.0;0.03;0.25;-0.0;0.2
43.350032;132.152878;91.8;0.06;-0.06;0.0;1.1
43.350088;132.153184;92.5;0.06;0.21;-0.0;-0.5
43.350144;132.153492;91.6;0.02;-0.26;0.0;0.9
43.3502;132.153797;91.9;0.04;0.1;0.01;-1.3
43.350256;132.154104;93.3;0.02;0.37;-0.0;1.0
43.350313;132.154414;94.0;0.05;0.19;-0.01;-0.6
43.35037;132.154727;92.6;0.05;-0.37;-0.0;-0.2
43.350426;132.155036;91.3;0.04;-0.37;0.0;-0.6
43.350482;132.15534;91.9;0.03;0.17;-0.0;1.3
43.350538;132.155646;92.5;0.05;0.16;-0.0;1.0
43.350594;132.155955;92.4;0.02;-0.03;-0.0;-1.1
43.350651;132.156262;93.8;0.02;0.39;0.0;1.5
43.350708;132.156575;95.7;-0.01;0.55;-0.0;-0.4
43.350766;132.156894;94.4;0.0;-0.36;-0.04;-0.2
43.350824;132.157208;93.3;0.03;-0.31;0.15;0.5
43.350882;132.157519;91.9;0.03;-0.4;0.37;1.7
43.350931;132.157827;92.7;-0.0;0.24;0.16;0.8
43.350982;132.158137;93.5;0.05;0.22;-0.03;0.3
43.351034;132.158451;94.4;0.05;0.23;-0.0;0.4
43.351086;132.158767;91.7;0.01;-0.75;-0.0;-0.9
43.351137;132.159074;92.3;-0.0;0.19;-0.0;1.9
43.351188;132.159384;93.6;-0.02;0.34;-0.0;0.7
43.351239;132.159697;93.7;0.05;0.04;0.0;0.0
43.351291;132.160011;95.0;0.0;0.36;-0.0;-0.5
43.351344;132.16033;96.2;0.03;0.32;-0.0;0.1
43.351397;132.160652;96.1;-0.0;-0.03;-0.01;-1.0
43.35145;132.160974;93.8;0.01;-0.63;-0.0;0.9
43.351502;132.161288;94.1;-0.02;0.07;0.01;-0.5
43.351554;132.161603;95.5;-0.02;0.39;0.01;0.7
43.351607;132.161923;95.0;0.02;-0.13;0.01;1.1
43.351659;132.162241;95.3;0.03;0.07;-0.0;-1.4
43.351712;132.162561;94.2;0.02;-0.3;-0.01;0.1
43.351764;132.162876;94.6;0.03;0.11;-0.0;0.8
43.351816;132.163193;92.9;0.03;-0.46;-0.0;0.2
43.351867;132.163504;93.9;-0.03;0.29;0.0;-0.1
43.351919;132.163819;94.2;0.04;0.07;0.0;1.2
43.351971;132.164135;92.5;0.02;-0.46;-0.0;-1.0
43.352022;132.164445;93.4;-0.01;0.24;-0.0;1.2
43.352074;132.164758;94.5;0.02;0.3;0.0;0.8
43.352126;132.165074;93.0;0.09;-0.42;-0.0;-0.5
43.352177;132.165386;93.9;0.04;0.25;-0.0;-1.0
43.352229;132.1657;94.2;0.02;0.1;-0.0;0.0
43.352281;132.166016;94.8;0.01;0.17;0.0;1.0
43.352334;132.166334;95.2;0.03;0.09;0.0;-0.2
43.352386;132.166652;94.8;0.01;-0.11;-0.0;-0.1
43.352439;132.16697;96.0;-0.04;0.35;-0.0;1.4
43.352492;132.167292;96.9;0.04;0.24;0.0;0.0
43.352545;132.167616;97.6;0.04;0.2;0.0;1.2
43.352599;132.167943;78.7;0.05;-5.25;0.0;-0.1
43.352642;132.168207;66.4;0.01;-3.42;-0.0;-0.6
43.352679;132.168429;60.9;0.05;-1.51;-0.0;0.6
43.352713;132.168633;58.0;0.02;-0.8;0.0;0.3
43.352745;132.168828;57.2;-0.0;-0.25;-0.22;-2.3
43.352776;132.169019;56.7;0.02;-0.14;-0.38;-2.7
43.352815;132.169207;56.4;0.0;-0.08;-0.29;-1.3
43.352852;132.169394;51.9;-0.02;-1.23;-0.3;-2.0
43.352892;132.169564;50.4;0.01;-0.43;-0.18;-2.6
43.352931;132.169728;48.6;0.04;-0.5;0.0;-0.3
43.352968;132.169887;46.9;-0.03;-0.46;0.0;0.4
43.353004;132.17004;47.5;0.07;0.15;0.01;0.1
43.353041;132.170196;47.0;0.07;-0.12;0.01;0.8
43.353077;132.170349;45.9;-0.02;-0.3;-0.0;-1.5
43.353112;132.1705;44.7;-0.01;-0.33;-0.01;-0.5
43.353146;132.170646;43.6;0.02;-0.31;-0.0;0.0
43.353179;132.170788;45.5;-0.03;0.54;-0.0;0.6
43.353215;132.170937;45.8;-0.01;0.07;0.01;-1.4
43.35325;132.171087;45.0;0.02;-0.23;0.0;1.3
43.353284;132.171234;44.0;0.0;-0.27;-0.0;-0.6
43.353318;132.171378;45.8;-0.01;0.51;-0.0;0.4
43.353353;132.171528;46.1;-0.01;0.08;-0.01;0.7
43.353388;132.171679;45.2;-0.0;-0.25;-0.0;0.3
43.353423;132.171827;44.2;0.01;-0.3;0.01;-0.7
43.353457;132.171971;45.1;-0.03;0.25;-0.0;0.2
43.353492;132.172118;44.0;0.0;-0.29;-0.0;-1.1
43.353526;132.172262;44.2;-0.06;0.06;0.01;0.4
43.353559;132.172407;42.7;-0.02;-0.42;-0.0;0.6
43.353592;132.172547;43.9;-0.0;0.32;-0.01;-0.2
43.353626;132.17269;43.1;-0.03;-0.22;0.01;-0.6
43.353659;132.172831;43.7;-0.0;0.17;0.01;2.1
43.353693;132.172974;42.3;0.0;-0.38;-0.0;-2.0
43.353725;132.173112;43.2;-0.03;0.25;-0.01;-0.6
43.353758;132.173254;43.2;-0.06;-0.0;0.0;-0.7
43.353791;132.173395;43.8;-0.02;0.16;0.01;-0.2
43.353825;132.173538;42.1;0.0;-0.48;0.01;-0.4
43.353857;132.173676;42.9;-0.05;0.22;-0.0;1.1
43.35389;132.173816;43.9;-0.03;0.3;-0.0;1.2
43.353924;132.17396;41.8;-0.02;-0.59;-0.0;-0.8
43.353956;132.174097;42.1;-0.07;0.08;0.0;-0.7
43.353988;132.174234;43.1;-0.07;0.3;0.0;-0.7
43.354021;132.174375;43.6;-0.01;0.12;-0.01;0.4
43.354054;132.174518;44.1;0.06;0.15;-0.01;-1.9
43.354088;132.174662;44.5;0.01;0.1;-0.0;0.7
43.354122;132.174807;44.5;-0.02;0.01;0.0;0.7
43.354157;132.174953;45.0;-0.0;0.12;0.01;0.6
43.354191;132.1751;43.7;-0.04;-0.36;0.01;-1.1
43.354225;132.175243;44.8;-0.02;0.33;0.01;0.7
43.354259;132.175389;37.8;0.0;-1.95;-0.01;-1.0
43.354288;132.175513;33.3;-0.03;-1.25;-0.01;-1.0
43.354313;132.175622;31.5;-0.03;-0.49;0.0;-0.6
43.354337;132.175725;30.5;-0.05;-0.3;-0.0;-0.0
43.354361;132.175824;32.8;0.01;0.64;-0.0;0.4
43.354386;132.175931;31.3;-0.03;-0.4;0.0;-1.0
43.35441;132.176034;30.2;-0.01;-0.32;0.0;-0.1
43.354433;132.176132;33.2;-0.04;0.84;0.0;0.9
43.354458;132.176241;31.4;0.03;-0.49;-0.0;-0.7
43.354483;132.176344;30.4;0.02;-0.29;-0.0;-1.2
43.354506;132.176443;33.6;0.02;0.89;-0.0;0.1
43.354532;132.176553;31.3;-0.01;-0.63;-0.0;0.7
43.354556;132.176655;30.5;-0.03;-0.22;-0.0;-1.3
43.354579;132.176755;30.7;0.02;0.06;-0.1;-0.6
43.354603;132.176856;33.3;-0.02;0.7;-0.35;-1.9
43.354632;132.176963;31.3;-0.0;-0.54;-0.49;-2.8
43.354664;132.177061;33.2;-0.08;0.52;-0.54;-2.7
43.354702;132.177163;29.8;-0.01;-0.93;-0.38;-2.6
43.35474;132.177251;32.9;-0.05;0.85;-0.17;-0.3
43.354783;132.177347;36.0;0.04;0.87;-0.0;1.7
43.354829;132.177453;38.0;-0.07;0.54;0.0;1.4
43.354878;132.177565;40.3;-0.06;0.65;-0.01;-1.2
43.35493;132.177684;40.8;0.01;0.13;-0.0;0.2
43.354983;132.177804;41.4;0.03;0.17;0.01;0.1
43.355036;132.177925;42.5;-0.01;0.3;0.01;-0.2
43.355091;132.178051;43.6;-0.05;0.31;0.0;0.2
43.355147;132.178179;44.6;0.03;0.28;-0.01;-0.4
43.355204;132.17831;42.6;0.03;-0.57;-0.01;-3.0
43.355259;132.178436;40.5;0.01;-0.58;0.0;-1.8
43.355311;132.178555;41.0;-0.01;0.15;0.01;0.1
43.355364;132.178676;42.2;-0.06;0.33;-0.0;-0.1
43.355418;132.1788;43.5;-0.02;0.36;-0.01;-0.0
43.355475;132.178928;44.4;0.01;0.24;0.0;-1.3
43.355532;132.179059;45.0;-0.04;0.16;-0.0;-0.6
43.35559;132.179191;43.3;-0.01;-0.46;-0.01;-0.3
