широта;долгота;скорость;ускорение по Z;ускорение по X;ускорение по Y;Угол наклона
43.598348;132.234216;72.0;-0.0;-0.23;-0.18;-0.9
43.598526;132.234235;71.3;-0.0;-0.16;-0.32;-2.5
43.598705;132.234246;71.9;-0.03;0.17;-0.57;-4.8
43.598883;132.234253;71.3;0.04;-0.28;-0.27;-2.7
43.599063;132.234259;72.3;-0.03;0.26;-0.2;-0.6
43.599242;132.234264;71.9;-0.01;-0.17;0.01;0.3
43.599423;132.234263;72.4;-0.03;0.12;-0.48;-3.2
43.599604;132.234261;72.5;-0.05;-0.02;-0.04;0.9
43.599783;132.234255;71.7;-0.06;-0.24;-0.23;-0.7
43.59996;132.234246;71.2;-0.04;-0.17;-0.27;-2.9
43.600138;132.234233;71.2;-0.06;-0.05;-0.21;-2.1
43.600315;132.23422;71.1;-0.02;-0.07;-0.18;-0.0
43.60049;132.234203;70.4;-0.04;-0.3;-0.3;-1.2
43.600663;132.234183;69.5;-0.02;-0.26;-0.2;-2.0
43.600834;132.234161;69.0;-0.01;-0.14;-0.26;-1.6
43.601003;132.234134;67.8;-0.04;-0.23;-0.34;-2.5
43.601167;132.234104;66.5;-0.02;-0.27;-0.35;-2.0
43.601331;132.234076;66.2;-0.04;-0.08;0.16;0.2
43.601494;132.234046;66.1;-0.02;-0.09;-0.16;-1.0
43.601659;132.234013;66.7;-0.03;0.2;-0.19;-1.5
43.601822;132.23398;66.2;0.03;-0.14;-0.01;-0.5
43.601986;132.233947;66.3;-0.01;0.11;0.02;0.2
43.602149;132.233913;66.2;-0.03;-0.11;-0.08;-0.6
43.60231;132.233879;65.3;-0.01;-0.21;0.02;-0.2
43.602471;132.233844;65.2;-0.02;-0.07;-0.07;-1.3
43.60263;132.233808;64.4;-0.07;-0.14;-0.18;-1.6
43.602789;132.233772;64.8;-0.06;0.09;0.0;0.5
43.602949;132.233734;64.8;-0.04;-0.08;-0.14;-1.1
43.603107;132.233697;64.5;-0.07;-0.12;0.03;-0.3
43.603265;132.233658;64.2;-0.03;-0.03;-0.07;0.0
43.603418;132.23362;62.5;-0.03;-0.43;0.08;-1.2
43.603569;132.233586;61.1;-0.05;-0.38;0.11;-1.1
43.603719;132.233555;60.8;-0.07;-0.08;0.18;0.7
43.603872;132.233525;61.7;-0.03;0.23;0.21;1.5
43.604024;132.233494;61.9;-0.0;0.0;0.04;0.2
43.604174;132.233465;60.7;-0.0;-0.26;0.08;-1.5
43.604323;132.233437;60.2;-0.02;-0.14;0.06;1.0
43.604472;132.233409;60.2;-0.01;-0.05;0.03;-0.1
43.60462;132.233382;59.9;-0.01;-0.06;0.05;0.5
43.604769;132.233354;60.0;0.01;0.01;-0.09;-0.6
43.604916;132.233327;59.8;0.02;-0.1;0.11;0.4
43.605065;132.2333;60.1;-0.0;0.09;-0.06;-0.9
43.605213;132.233273;59.9;-0.0;-0.14;-0.02;0.2
43.605363;132.233245;60.4;-0.02;0.17;0.01;0.1
43.605513;132.233223;60.5;-0.06;0.02;0.21;1.6
43.605663;132.233199;60.5;-0.03;-0.07;-0.06;-0.6
43.605816;132.233173;61.9;-0.02;0.35;-0.05;-0.1
43.60597;132.233152;62.0;-0.03;-0.04;0.26;1.7
43.606122;132.233129;61.4;-0.03;-0.15;-0.09;0.3
43.606275;132.233106;61.6;-0.03;0.01;0.03;-0.3
43.606426;132.233081;61.1;-0.03;-0.14;-0.15;-0.9
43.606581;132.233056;62.2;-0.05;0.33;0.04;-0.1
43.606737;132.233032;63.1;-0.04;0.25;0.03;0.1
43.606895;132.233008;63.9;-0.0;0.22;0.1;0.4
43.607056;132.232986;64.6;-0.04;0.13;0.05;-0.1
43.607217;132.23296;65.1;-0.02;0.1;-0.13;-0.1
43.60738;132.232937;65.7;-0.04;0.1;0.14;1.7
43.607543;132.232913;65.7;-0.01;-0.15;0.02;-1.4
43.607708;132.23289;66.4;-0.03;0.16;-0.0;0.3
43.607873;132.232867;66.3;-0.04;-0.09;0.11;1.7
43.608038;132.232846;66.3;-0.06;-0.05;0.01;-0.3
43.608206;132.232823;67.8;-0.04;0.53;0.06;1.2
43.608375;132.232804;68.1;-0.02;0.05;0.12;0.9
43.608548;132.232787;69.3;-0.03;0.29;0.28;2.4
43.60872;132.232768;69.2;-0.03;-0.06;-0.14;-0.5
43.608892;132.232751;69.0;-0.06;-0.11;0.07;0.6
43.609065;132.232735;69.6;-0.05;0.12;0.03;0.9
43.609236;132.23272;68.8;-0.05;-0.21;0.17;0.6
43.609409;132.232707;69.4;-0.06;0.16;0.18;2.1
43.609583;132.232696;69.7;-0.02;0.18;0.07;1.4
43.60976;132.232686;71.2;-0.03;0.42;0.14;2.1
43.609941;132.232676;72.6;-0.02;0.49;0.22;1.8
43.610125;132.232669;73.6;-0.03;0.31;0.04;0.9
43.61031;132.232664;74.2;-0.01;0.13;0.31;2.2
43.610496;132.232665;74.5;-0.01;-0.04;0.32;2.4
43.610684;132.232668;75.4;-0.01;0.35;0.25;1.2
43.610872;132.23267;75.4;0.01;-0.01;0.04;-0.0
43.611062;132.23268;76.3;-0.02;0.28;0.47;3.0
43.611253;132.232693;76.6;-0.04;0.06;0.33;3.1
43.611445;132.232707;77.1;-0.07;0.12;0.07;0.7
43.611636;132.232724;76.7;-0.01;-0.04;0.13;0.9
43.611828;132.232744;77.0;-0.04;0.05;0.3;2.5
43.612023;132.232767;78.5;0.0;0.36;0.21;1.8
43.612217;132.232793;78.1;-0.07;-0.11;0.3;1.3
43.612412;132.232826;78.6;-0.0;0.14;0.45;2.9
43.612606;132.232863;78.6;-0.04;0.07;0.42;3.2
43.612799;132.232902;78.2;-0.07;-0.05;0.17;1.0
43.612993;132.232941;78.6;-0.05;0.18;0.06;0.2
43.613189;132.232983;79.3;-0.02;0.28;0.1;-0.3
43.613385;132.233031;79.7;0.0;0.11;0.44;2.7
43.613583;132.233081;80.9;-0.02;0.23;0.23;1.2
43.613783;132.233133;81.5;0.01;0.12;-0.01;0.3
43.613985;132.23319;82.6;-0.01;0.31;0.43;2.7
43.614186;132.233251;82.7;-0.03;0.03;0.37;3.7
43.614388;132.233315;83.0;0.01;0.11;0.22;1.5
43.614589;132.233385;83.2;-0.0;0.02;0.43;2.0
43.61479;132.233457;83.0;-0.01;-0.13;0.21;1.1
43.61499;132.233534;83.2;-0.0;0.0;0.4;3.5
43.615188;132.233613;82.8;0.02;-0.13;0.24;2.1
43.61539;132.233699;84.7;0.01;0.52;0.35;3.0
43.615593;132.233786;84.9;-0.09;0.11;0.07;0.5
43.615795;132.233873;84.9;-0.02;0.08;-0.13;-1.1
43.615996;132.23396;84.5;-0.04;-0.12;0.15;1.5
43.616199;132.234048;85.2;-0.03;0.25;0.12;1.3
43.616403;132.23414;85.9;-0.02;0.24;0.17;1.7
43.616609;132.234234;87.1;-0.04;0.35;0.17;1.5
43.616816;132.234326;87.1;-0.06;0.0;-0.21;-2.0
43.617026;132.234419;88.5;-0.07;0.4;-0.14;-1.3
43.617237;132.234511;88.6;-0.03;0.06;-0.03;0.9
43.617447;132.234604;88.1;-0.02;-0.17;0.15;1.1
43.617654;132.234694;87.0;-0.02;-0.2;-0.21;-1.5
43.617861;132.234784;86.9;0.03;0.13;0.08;0.9
43.618067;132.234869;86.3;0.0;-0.15;-0.26;-0.4
43.618273;132.234954;86.1;-0.01;-0.01;-0.12;-1.0
43.618479;132.235035;86.0;-0.03;0.02;-0.27;-2.1
43.618685;132.235114;85.7;-0.02;-0.16;-0.17;-1.5
43.61889;132.235189;84.9;-0.01;-0.28;-0.23;-0.8
43.619093;132.235261;84.1;-0.02;-0.27;-0.17;-1.8
43.619296;132.235331;83.6;-0.02;-0.01;-0.14;-1.3
43.619499;132.235397;83.9;-0.03;0.13;-0.32;-2.7
43.619703;132.235461;83.4;-0.02;-0.18;-0.09;-0.9
43.619904;132.235525;82.7;-0.04;-0.21;0.06;0.8
43.620105;132.235588;82.6;-0.07;-0.13;-0.17;-1.7
43.620308;132.235643;82.9;-0.07;0.08;-0.46;-2.8
43.62051;132.235696;82.5;-0.04;-0.01;-0.25;-2.1
43.620711;132.235744;81.8;0.0;-0.1;-0.37;-2.4
43.620912;132.235789;81.8;-0.06;0.08;-0.19;-1.3
43.621113;132.235831;81.5;-0.03;-0.08;-0.31;-1.4
43.621313;132.23587;80.7;-0.03;-0.26;-0.2;-1.0
43.62151;132.235909;79.8;-0.02;-0.21;0.06;-0.5
43.621709;132.235947;80.5;-0.02;0.18;-0.1;-0.7
43.621907;132.23598;79.9;-0.02;-0.07;-0.28;-2.1
43.622106;132.236012;80.4;-0.04;0.02;-0.16;-0.6
43.622306;132.236042;80.4;0.0;0.03;-0.15;-0.2
43.622503;132.236069;79.6;-0.02;-0.14;-0.21;-3.0
43.622698;132.236094;78.4;-0.06;-0.35;-0.21;-1.7
43.622892;132.236117;77.8;0.01;-0.13;-0.13;-1.7
43.623082;132.236136;76.6;-0.02;-0.31;-0.23;-2.7
43.623272;132.236153;76.3;-0.01;-0.14;-0.25;-1.8
43.62346;132.236168;75.4;-0.0;-0.32;-0.03;-0.2
43.623649;132.236183;75.8;-0.04;-0.06;-0.08;-0.1
43.62384;132.236198;76.8;-0.06;0.33;0.05;0.3
43.624029;132.236216;75.8;-0.06;-0.28;0.13;0.8
43.624217;132.236231;75.3;-0.05;-0.16;-0.16;-1.2
43.624401;132.236246;74.0;-0.03;-0.38;-0.11;0.2
43.624585;132.23626;73.9;-0.03;-0.06;-0.08;-0.4
43.624767;132.236273;73.1;-0.03;-0.15;0.09;0.2
43.624951;132.236285;73.6;-0.03;0.29;-0.19;-2.0
43.625133;132.236296;73.1;-0.08;-0.14;-0.03;-1.2
43.625313;132.236304;72.2;-0.04;-0.27;-0.24;-2.6
43.62549;132.236312;71.0;-0.01;-0.32;-0.04;-1.4
43.625669;132.236319;71.6;-0.03;0.34;-0.05;-0.2
43.625847;132.236328;71.3;0.0;0.01;0.11;0.0
43.626021;132.236335;70.0;0.03;-0.37;-0.09;0.0
43.626192;132.236343;68.6;-0.01;-0.44;0.07;0.2
43.626361;132.236349;67.7;-0.01;-0.3;-0.1;-1.6
43.626527;132.236351;66.4;-0.02;-0.37;-0.23;-3.3
43.626695;132.236351;67.1;-0.06;0.25;-0.18;-0.1
43.626861;132.23635;66.7;-0.03;-0.17;-0.11;0.1
43.627029;132.236348;67.3;-0.03;0.14;-0.12;-0.9
43.627194;132.236345;66.2;0.03;-0.25;-0.12;0.3
43.627359;132.236337;66.1;-0.05;-0.07;-0.27;-1.7
43.627524;132.236328;66.2;-0.04;-0.09;-0.19;-1.7
43.62769;132.236316;66.7;-0.01;0.2;-0.22;-0.8
43.627855;132.236301;66.4;-0.04;-0.14;-0.13;0.0
43.628021;132.236285;66.5;0.0;0.02;-0.16;-1.9
43.628183;132.236267;65.0;-0.06;-0.53;-0.11;-1.6
43.628344;132.236246;64.9;-0.03;-0.03;-0.37;-2.3
43.628504;132.236222;64.6;-0.03;-0.13;-0.16;-0.6
43.628665;132.2362;64.9;-0.06;0.11;0.11;1.6
43.628825;132.236176;64.4;-0.04;-0.19;-0.15;-0.2
43.628984;132.236153;64.0;0.0;0.0;0.09;0.9
43.629142;132.236128;63.7;0.01;0.06;-0.09;0.0
43.629298;132.236102;63.1;0.01;-0.16;-0.17;0.0
43.629452;132.236076;62.0;0.01;-0.33;-0.04;0.7
43.629603;132.23605;61.1;-0.0;-0.26;-0.04;-0.3
43.629754;132.23602;61.3;-0.04;0.01;-0.24;-1.1
43.629906;132.235987;61.6;-0.05;0.06;-0.33;-2.0
43.630056;132.235953;60.8;-0.06;-0.29;-0.21;-1.6
43.630205;132.235918;60.6;-0.02;-0.12;0.0;-0.1
43.630354;132.235881;60.8;-0.04;0.03;-0.25;-0.7
43.630503;132.235844;60.4;-0.04;-0.03;0.02;0.2
43.630651;132.235808;60.6;-0.06;0.09;-0.06;-0.7
43.630803;132.235769;61.9;-0.03;0.38;0.02;1.1
43.630957;132.23573;62.6;-0.01;0.19;-0.06;0.1
43.631114;132.23569;64.0;-0.05;0.41;0.01;-0.3
43.631271;132.235648;64.1;-0.02;0.13;-0.12;-0.5
43.63143;132.235603;65.2;-0.0;0.3;-0.18;-0.9
43.631589;132.23556;65.0;-0.03;-0.12;0.06;-0.8
43.631747;132.235515;64.3;0.01;-0.12;-0.25;-1.7
43.631903;132.235471;64.0;-0.03;-0.15;0.2;1.3
43.632062;132.23543;64.8;-0.01;0.3;0.22;0.9
43.632221;132.235391;64.8;-0.02;-0.03;0.15;1.2
43.632379;132.23535;64.3;-0.01;-0.09;-0.08;-1.2
43.632538;132.235311;64.7;-0.02;0.12;0.05;-0.3
43.632696;132.235273;64.1;-0.03;-0.21;0.17;-0.1
43.632853;132.235235;64.1;-0.01;-0.02;-0.11;-1.9
43.633013;132.235196;64.9;-0.01;0.18;0.05;-0.6
43.633173;132.23516;65.1;-0.03;0.05;0.12;1.0
43.633334;132.235126;65.2;-0.06;0.03;0.16;2.1
43.633498;132.235094;66.6;-0.07;0.52;0.25;2.2
43.633662;132.235064;66.3;-0.02;-0.03;0.15;0.9
43.633828;132.235036;66.9;-0.02;0.12;0.17;1.8
43.633995;132.235011;67.4;-0.04;0.23;0.33;2.9
43.634166;132.234989;68.6;-0.05;0.41;0.26;1.9
43.634336;132.234969;68.6;-0.04;0.06;0.18;1.5
43.634507;132.234952;68.5;-0.01;-0.06;0.34;0.7
43.634682;132.234939;70.3;-0.02;0.47;0.24;1.2
43.634858;132.234927;70.6;0.0;0.06;0.18;1.5
43.635035;132.23492;71.2;-0.01;0.09;0.16;1.2
43.635214;132.234915;71.8;0.01;0.23;0.26;1.4
43.635398;132.234916;73.4;-0.02;0.45;0.58;5.0
43.635581;132.234921;73.4;-0.06;-0.13;0.26;1.8
43.635762;132.234929;72.8;-0.02;-0.06;0.27;1.9
43.635946;132.234939;73.9;-0.01;0.29;0.28;1.3
43.636132;132.234952;74.5;-0.06;0.14;0.15;1.0
43.636318;132.234969;74.9;-0.02;0.21;0.36;2.9
43.636501;132.234989;73.5;-0.01;-0.3;0.14;0.9
43.636686;132.235013;74.4;-0.09;0.33;0.32;3.3
43.636871;132.235041;74.5;-0.02;0.02;0.34;2.2
43.637057;132.235076;75.1;-0.02;0.1;0.46;2.9
43.637245;132.235117;76.2;0.0;0.39;0.42;3.5
43.637434;132.235161;76.8;-0.03;0.22;0.2;1.0
43.637624;132.235209;77.4;-0.03;0.16;0.39;1.9
43.637814;132.235259;77.6;0.02;0.13;0.22;1.8
43.638005;132.235309;77.9;-0.01;0.04;-0.12;-0.4
43.638198;132.23536;78.6;-0.06;0.21;0.05;0.1
43.638391;132.235414;79.2;-0.01;0.21;0.33;2.7
43.638587;132.235472;80.3;-0.01;0.27;0.08;1.4
43.638782;132.235529;79.7;-0.01;-0.28;0.13;0.6
43.638976;132.235589;79.7;-0.03;-0.1;0.05;0.8
43.639171;132.235649;80.4;0.0;0.23;0.01;0.1
43.639371;132.235716;82.3;-0.05;0.67;0.25;2.7
43.63957;132.235779;81.8;-0.02;-0.17;-0.21;-3.1
43.63977;132.23584;82.0;-0.03;0.02;-0.13;-1.9
43.639972;132.235902;83.0;-0.04;0.33;0.11;0.9
43.640175;132.235963;83.1;-0.03;0.09;-0.22;-2.3
43.640381;132.236018;84.1;-0.07;0.21;-0.39;-1.3
43.640587;132.236076;84.2;-0.03;0.05;0.25;2.5
43.640795;132.236136;85.4;-0.08;0.35;0.08;0.9
43.641003;132.236199;85.0;-0.02;-0.19;0.24;0.8
43.641209;132.236261;84.7;0.01;-0.14;0.15;0.6
43.641415;132.236329;85.0;-0.02;0.12;0.31;2.0
43.641621;132.236395;84.8;-0.0;-0.08;-0.07;-0.8
43.641829;132.236459;85.2;-0.05;0.11;-0.13;-1.8
43.642038;132.236523;85.8;-0.04;0.19;-0.19;-0.4
43.642247;132.236587;85.8;0.0;0.05;-0.01;0.1
43.642456;132.236651;85.8;0.0;0.02;0.03;-0.6
43.642666;132.236714;86.0;-0.04;-0.02;-0.15;-1.0
43.642878;132.236776;86.8;-0.05;0.24;-0.01;0.0
43.643087;132.236839;85.8;0.01;-0.25;0.01;-0.0
43.643294;132.236906;85.5;-0.01;-0.1;0.23;2.6
43.643504;132.23697;86.0;-0.04;0.2;-0.16;-0.5
43.643711;132.237035;85.3;-0.03;-0.15;0.07;0.4
43.64392;132.237098;85.4;-0.05;-0.05;-0.11;-0.8
43.644126;132.237162;84.9;-0.05;-0.21;0.04;0.2
43.644332;132.237226;84.4;-0.07;-0.08;0.04;1.0
43.644539;132.237289;84.9;-0.06;0.05;-0.05;-0.2
43.644746;132.237353;85.2;-0.05;0.12;0.04;0.3
43.644951;132.237417;84.3;0.01;-0.27;-0.03;-0.0
43.645155;132.23748;83.6;-0.06;-0.15;0.02;0.4
43.64536;132.237542;84.0;-0.04;-0.03;-0.11;-0.7
43.645563;132.237604;83.3;-0.06;-0.13;0.06;0.6
43.645764;132.237667;82.8;0.0;-0.04;0.19;1.2
43.645966;132.237733;83.2;-0.01;0.2;0.12;0.1
43.646168;132.237796;83.0;-0.06;-0.17;-0.16;-1.4
43.646372;132.23786;83.7;-0.02;0.27;0.07;0.5
43.646573;132.237925;82.7;-0.01;-0.33;0.1;-0.2
43.646776;132.237988;83.4;-0.03;0.26;-0.15;-1.5
43.646977;132.238054;82.8;-0.03;-0.24;0.13;0.8
43.647178;132.238114;82.5;-0.01;-0.01;-0.34;-2.5
43.647376;132.238174;81.2;-0.03;-0.33;-0.05;-1.5
43.647573;132.238235;80.8;0.0;-0.03;0.03;-0.1
43.647765;132.238293;78.8;-0.04;-0.43;0.05;0.0
43.647955;132.238349;77.9;-0.03;-0.34;-0.14;-2.2
43.648147;132.238403;78.4;-0.04;0.19;-0.19;-0.7
43.648338;132.238458;78.3;-0.07;-0.06;0.11;0.4
43.64853;132.238514;78.7;-0.03;0.18;-0.06;1.0
43.648721;132.238567;77.7;-0.04;-0.28;-0.2;-0.9
43.64891;132.238617;77.4;-0.07;-0.08;-0.14;-1.5
43.6491;132.238663;77.1;-0.02;-0.12;-0.31;-1.3
43.649286;132.23871;75.9;0.0;-0.41;0.14;0.9
43.64947;132.238752;74.7;-0.02;-0.33;-0.41;-3.2
43.649651;132.238787;73.1;-0.03;-0.48;-0.41;-3.9
43.649832;132.238821;73.3;-0.01;-0.05;-0.15;-0.5
43.650015;132.238852;73.7;0.01;0.13;-0.16;-1.7
43.650199;132.23888;74.3;0.0;0.17;-0.34;-2.3
43.650381;132.238903;73.3;0.06;-0.31;-0.38;-2.9
43.650562;132.238923;72.5;-0.02;-0.21;-0.26;-2.7
43.650742;132.238938;72.3;-0.03;-0.04;-0.3;-2.6
43.650922;132.238949;72.2;-0.07;-0.1;-0.42;-2.6
43.651101;132.238952;71.9;-0.03;-0.1;-0.61;-3.2
43.651279;132.238954;71.3;-0.05;-0.07;-0.18;-0.3
43.651456;132.238953;70.9;-0.06;-0.15;-0.23;-1.9
43.651629;132.23895;69.4;-0.03;-0.36;-0.02;-0.3
43.6518;132.238943;68.5;-0.06;-0.34;-0.4;-3.6
43.65197;132.238931;68.1;-0.02;-0.07;-0.45;-2.6
43.652138;132.238918;67.4;-0.08;-0.23;-0.2;-1.9
43.652305;132.238902;67.2;-0.07;-0.01;-0.13;0.4
43.652472;132.238885;66.9;-0.0;-0.14;-0.21;-1.4
43.65264;132.238862;67.8;-0.01;0.41;-0.37;-2.0
43.652806;132.238837;67.1;-0.03;-0.13;-0.11;-0.9
43.652971;132.238813;66.2;-0.02;-0.18;-0.1;-0.3
43.653135;132.238787;66.5;-0.0;0.25;-0.18;-1.1
43.6533;132.238757;66.6;-0.02;0.05;-0.26;-2.1
43.653464;132.238725;66.4;-0.0;-0.01;-0.18;-1.4
43.653627;132.23869;66.1;-0.03;-0.09;-0.27;-1.8
43.653788;132.238652;65.3;-0.01;-0.28;-0.27;-2.0
43.653948;132.238613;65.0;0.0;-0.07;-0.13;-0.8
43.654105;132.238572;64.1;-0.01;-0.18;-0.14;-0.2
43.654262;132.238529;64.2;-0.03;-0.07;-0.14;-1.7
43.654419;132.238485;64.1;-0.05;0.0;-0.07;-1.0
43.654577;132.23844;64.6;-0.07;0.09;-0.16;-0.4
43.654735;132.238393;65.0;-0.04;0.1;-0.14;-0.8
43.654893;132.238346;64.5;-0.06;-0.03;0.13;0.5
43.655051;132.2383;64.9;-0.03;0.13;-0.06;-0.9
43.655205;132.238254;63.3;-0.02;-0.44;0.1;1.2
43.655358;132.23821;62.6;-0.08;-0.09;0.09;0.9
43.655512;132.238168;63.0;-0.03;0.09;0.08;-1.0
43.655666;132.238129;62.7;-0.03;-0.05;0.3;3.3
43.65582;132.238091;62.5;-0.02;-0.08;0.09;1.1
43.65597;132.238055;61.2;-0.01;-0.36;-0.0;0.7
43.656121;132.238018;61.5;0.0;0.07;-0.04;-1.1
43.656273;132.237982;61.7;-0.03;0.06;0.06;0.4
43.656425;132.237947;61.5;-0.01;-0.03;0.16;1.3
43.656579;132.237913;62.8;-0.0;0.32;0.16;1.2
43.656734;132.237881;62.5;-0.0;-0.05;0.14;1.6
43.656886;132.237852;61.7;-0.01;-0.16;0.16;0.7
43.657038;132.237822;61.5;0.0;-0.14;-0.02;-1.6
43.657191;132.237795;61.8;0.0;0.07;0.16;1.3
43.657345;132.237768;62.0;-0.06;0.05;0.08;0.6
43.6575;132.237742;62.8;-0.06;0.15;0.13;1.7
43.657655;132.237716;62.7;-0.07;0.02;0.03;1.6
43.657813;132.237695;63.5;-0.03;0.26;0.47;3.6
43.657974;132.237675;64.6;-0.07;0.3;0.15;1.9
43.658136;132.237657;64.9;-0.01;0.08;0.21;1.5
43.658299;132.237644;65.5;-0.02;0.19;0.29;1.9
43.658463;132.23763;65.8;-0.06;0.04;0.21;1.9
43.658626;132.237619;65.5;-0.0;-0.11;0.1;-0.2
43.65879;132.237609;65.7;-0.05;0.16;0.17;1.4
43.658955;132.2376;66.2;-0.03;0.27;0.01;-0.2
43.659117;132.237591;65.1;-0.03;-0.38;-0.0;0.1
43.659282;132.237582;66.3;-0.01;0.34;-0.01;0.8
43.659449;132.237573;66.8;-0.01;0.16;0.07;0.8
43.659616;132.237564;66.8;-0.05;0.05;-0.05;-0.6
43.659786;132.237558;68.2;-0.06;0.31;0.23;1.5
43.659956;132.237553;68.1;-0.03;-0.03;-0.0;-0.3
43.660127;132.237548;68.5;-0.03;0.09;0.11;0.6
43.660297;132.237544;68.3;-0.01;-0.13;0.08;-0.0
43.660471;132.237539;69.7;-0.04;0.47;-0.15;-1.2
43.660646;132.237533;70.3;-0.03;0.08;0.0;-0.9
43.660824;132.237531;71.1;-0.05;0.26;0.4;2.3
43.661003;132.23753;71.9;-0.06;0.21;0.02;0.4
43.661184;132.237532;72.6;-0.04;0.15;0.14;1.9
43.661368;132.237534;73.4;-0.02;0.14;0.19;1.4
43.661552;132.237539;74.1;-0.05;0.23;0.16;1.3
43.661743;132.237544;76.5;-0.02;0.77;-0.08;1.2
43.661936;132.237553;77.3;-0.03;0.13;0.21;2.0
43.662131;132.237557;77.9;-0.02;0.04;-0.25;-1.9
43.662323;132.237561;77.0;0.01;-0.15;-0.05;-1.0
43.662515;132.23757;77.0;-0.02;-0.06;0.35;2.0
43.662707;132.237579;77.3;-0.02;0.13;0.01;0.3
43.6629;132.237591;77.1;-0.02;-0.02;0.21;0.4
43.663093;132.237605;77.4;-0.02;0.24;0.18;1.2
43.663286;132.237623;77.8;-0.05;0.06;0.27;1.9
43.663479;132.237643;77.3;0.02;-0.22;0.02;0.4
43.663671;132.237665;77.3;-0.03;-0.01;0.26;0.9
43.663865;132.237689;78.2;-0.07;0.23;0.26;2.0
43.664061;132.237715;78.7;-0.05;0.15;-0.01;-0.4
43.664257;132.237745;79.4;-0.01;0.23;0.39;3.6
43.664456;132.237777;80.2;-0.04;0.23;0.16;1.8
43.664656;132.237813;80.7;-0.05;0.13;0.25;0.9
43.664856;132.237853;80.8;-0.06;0.01;0.33;1.7
43.665057;132.237896;81.6;-0.05;0.26;0.25;2.1
43.665258;132.237942;81.7;-0.04;0.08;0.21;0.3
43.665459;132.237988;81.6;-0.04;-0.06;0.08;-0.4
43.665659;132.238035;81.4;-0.06;-0.03;0.08;-0.5
43.665861;132.238086;82.1;-0.0;0.19;0.06;0.5
43.666062;132.238138;82.2;-0.05;0.05;0.33;2.3
43.66626;132.238194;80.8;-0.01;-0.41;0.29;2.0
43.666461;132.238251;82.2;-0.03;0.44;0.16;1.2
43.66666;132.238311;81.6;-0.02;-0.16;0.14;1.4
43.666857;132.238372;81.0;-0.02;-0.2;0.29;2.6
43.667055;132.238436;81.7;-0.03;0.22;0.1;0.3
43.667255;132.238502;82.3;-0.03;0.23;0.24;2.3
43.667455;132.238574;82.8;-0.04;0.14;0.37;3.5
43.667655;132.238648;83.0;-0.02;0.08;0.23;1.5
43.667856;132.238729;83.6;-0.04;0.22;0.41;1.7
43.668061;132.238812;85.8;-0.02;0.68;0.04;0.3
43.668266;132.238894;85.5;-0.07;-0.06;0.02;-0.1
43.66847;132.238978;85.4;-0.0;-0.01;0.05;-0.2
43.668674;132.239063;85.2;-0.03;-0.17;0.24;1.2
43.668878;132.239151;85.6;-0.01;0.11;0.14;1.0
43.66908;132.239236;84.7;-0.03;-0.28;0.04;-1.2
43.669281;132.239325;84.6;-0.04;0.03;0.18;1.8
43.669482;132.239415;84.5;-0.04;-0.02;0.14;1.4
43.669683;132.239505;84.9;-0.04;0.11;0.05;0.5
43.669887;132.239597;86.0;-0.02;0.36;0.07;0.5
43.67009;132.239692;85.9;-0.03;-0.02;0.18;0.7
43.670296;132.239787;86.8;-0.02;0.17;-0.11;-0.8
43.670499;132.239878;85.8;-0.04;-0.25;-0.24;-1.2
43.670702;132.239968;85.1;-0.04;-0.25;-0.03;-1.0
43.670903;132.240055;84.4;-0.04;-0.28;-0.1;-0.2
43.671104;132.240139;84.3;-0.02;0.01;-0.17;-1.3
43.671303;132.240221;83.3;-0.03;-0.28;-0.17;-0.8
43.671502;132.240303;83.1;0.0;-0.12;-0.01;-0.7
43.671701;132.24038;82.8;-0.03;-0.12;-0.29;-2.2
43.671901;132.240454;83.0;-0.04;0.06;-0.3;-1.7
43.672101;132.240527;82.7;-0.06;-0.08;-0.02;-0.3
43.6723;132.240595;82.4;-0.06;-0.16;-0.36;-3.1
43.672502;132.240656;82.9;-0.03;0.23;-0.64;-4.7
43.672703;132.240717;82.1;-0.05;-0.18;-0.0;0.5
43.672902;132.24077;81.3;-0.02;-0.28;-0.62;-3.8
43.673101;132.240822;81.2;-0.02;0.1;-0.08;-0.4
43.673299;132.240872;80.8;-0.02;-0.05;-0.17;-0.4
43.673496;132.240919;80.2;-0.05;-0.17;-0.3;-2.9
43.673694;132.24096;80.1;-0.0;-0.06;-0.45;-2.8
43.673875;132.241001;73.7;0.02;-1.69;0.28;0.2
43.674042;132.241039;67.8;0.01;-1.49;0.04;-1.2
43.674199;132.241075;63.7;0.02;-1.14;-0.1;-1.3
43.674344;132.241107;58.9;-0.01;-1.22;-0.17;-2.8
43.674485;132.241137;56.9;-0.0;-0.67;-0.0;-1.0
43.67462;132.241166;55.0;-0.02;-0.55;-0.09;-1.7
43.67475;132.241195;52.7;-0.02;-0.67;0.14;1.0
43.674879;132.241225;52.4;-0.0;-0.08;-0.04;-0.1
43.675008;132.241255;52.4;-0.07;0.03;0.04;0.6
43.675134;132.241284;51.0;-0.02;-0.37;0.0;-0.8
43.675256;132.241311;49.8;-0.04;-0.27;-0.02;-0.4
43.675382;132.241338;51.2;-0.07;0.47;-0.14;0.0
43.67551;132.241365;51.8;-0.05;0.18;0.01;-0.5
43.675639;132.241393;52.1;-0.03;0.09;0.07;0.3
